License Permit ID,Description,Expiration Date,DBA,LegalName,Premises County,Type,Class,Effective Date,Actual Address Of Premises,Additional Address Information,City,State Name,Zip Code,Original Issue Date,Last Issue Date,Legacy_Serial_Number,AKA Address,Georeference
0112-23-323977,Summer Restaurant,10/31/2024,NEWARK PILOTS,NEWARK BASEBALL INC,Wayne,1,112,4/1/2024,1160 E UNION ST,,NEWARK,New York,14513,10/21/2024,10/21/2024,3169801,,POINT (-77.07222 43.04756)
0112-23-124657,Summer Restaurant,10/31/2024,,D S H RESTAURANT INC,Kings,1,112,3/18/2024,3059 W 12TH STREET,,BROOKLYN,New York,11224,3/18/2024,3/18/2024,1013238,,POINT (-73.97969 40.57384)
0241-23-226149,Summer Restaurant,10/31/2024,,EL TACO SHACK LLC,Schoharie,1,241,5/1/2024,307 MAIN ST,,SCHOHARIE,NY,12157,4/9/2024,4/9/2024,2230943,,POINT (-74.31124 42.6646)
0240-22-200691,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #293,CBOCS NY LLC,Saratoga,1,240,9/16/2024,4 TOWER WAY,,CLIFTON PARK,New York,12065,9/16/2024,9/16/2024,2229181,,POINT (-73.76947 42.86157)
0241-23-127013,Summer Restaurant,10/31/2024,,ECHO BAY YACHT CLUB INC,Westchester,1,241,4/1/2024,ECHO ISLAND,IN ECHO BAY/FIVE ISLDS/PREMIUM,NEW ROCHELLE,New York,10805,3/25/2024,3/25/2024,1114459,,
0240-22-102697,Restaurant,10/31/2024,SWEET SPOT CAFE,NY SWEET SPOT CAFE INC,Kings,1,240,7/15/2024,2337 Coney Island Ave,,Brooklyn,New York,11223,7/15/2024,7/15/2024,1297365,,POINT (-73.96132 40.59993)
0112-23-123440,Summer Restaurant,10/31/2024,SOMBA VILLAGE,WILDLIFE CONSERVATION SOCIETY,Bronx,1,112,4/1/2024,2300 SOUTHERN BLVD,,BRONX,New York,10460,3/26/2024,3/26/2024,1317199,,POINT (-73.8819 40.85102)
0112-23-325196,Summer Restaurant,10/31/2024,SEABREEZE PARK (GROVE 3),OVERLOOK DEVELOPMENT INC,Monroe,1,112,5/1/2024,4600 CULVER RD,T/O IRONDEQUOIT,ROCHESTER,New York,14622,5/1/2024,5/1/2024,3010875,,POINT (-77.54381 43.23361)
0241-23-123532,Summer Restaurant,10/31/2024,TIKI JOE'S OCEAN BREEZE,TIKI JOE'S OCEAN BREEZE LLC,Nassau,1,241,5/17/2024,1 OCEAN PKW,TOBAY BEACH PK- BURGER SHACK,MASSAPEQUA,NY,11758,5/17/2024,5/17/2024,1318973,,POINT (-73.47459 40.65139)
0241-23-324923,Summer Restaurant,10/31/2024,PUNJABI HUT,MAHARAJA INDIAN RESTAURANT INC,Niagara,1,241,4/1/2024,431 MAIN ST & 26 NIAGARA ST,,NIAGARA FALLS,New York,14303,3/21/2024,3/21/2024,3151867,,POINT (-79.06263 43.08824)
0112-23-224366,Summer Restaurant,10/31/2024,MIDDLEBURGH LANES & LAUNDROMAT,RICHARD G SHULTES & PATRICIA A SHULTES,Montgomery,1,112,3/14/2024,21 BRIDGE ST,,FONDA,New York,12068,3/14/2024,3/14/2024,2226220,,POINT (-74.36944 42.95298)
0112-23-224384,Summer Restaurant,10/31/2024,,COWBOY UP RESTAURANT & SALOON,Fulton,1,112,3/14/2024,230 STEVERS MILLS RD,,BROADALBIN,New York,12025,3/14/2024,3/14/2024,2225993,,POINT (-74.16601 43.06517)
0112-23-226254,Summer Restaurant,10/31/2024,,BARNYARD SWING LLC,Otsego,1,112,4/29/2024,4604 STATE HIGHWAY 28,,MILFORD,New York,13807,4/29/2024,4/29/2024,2224237,,POINT (-74.96517 42.64217)
0241-23-126279,Summer Restaurant,10/31/2024,,CARACAS BEACH CAFE LLC,Queens,1,241,4/1/2024,106-01 SHORE FRONT PKWY,,ROCKAWAY BEACH,New York,11694,3/22/2024,3/22/2024,1335944,,POINT (-73.82616 40.5808)
0241-24-212838,Summer Restaurant,10/31/2024,ORIGINS CAFE,CAREFREE GARDENS LLC,Otsego,1,241,5/1/2024,550 BEAVER MEADOW RD,,COOPERSTOWN,New York,13326,5/9/2024,5/9/2024,6021065,,POINT (-74.91565 42.67433)
0112-23-325340,Summer Restaurant,10/31/2024,PARKVIEW FAIRWAYS,LOCUST GROVE GOLF CORP,Ontario,1,112,3/22/2024,7100 BOUGHTON ROAD,,VICTOR,New York,14564,3/22/2024,3/22/2024,3012291,,POINT (-77.42202 42.93065)
0241-24-326609,Summer Restaurant,10/31/2024,JP's Wine and Beer Tap Room,"Seager Marine, Inc.",Ontario,1,241,4/1/2024,810 S Main St,,Canandaigua,New York,14424,8/30/2024,8/30/2024,6035163,,POINT (-77.27298 42.87531)
0241-23-226940,Summer Restaurant,10/31/2024,STAND 10,GUEST SERVICES MANAGEMENT LLC,Rockland,1,241,5/2/2024,RT 9W BEAR MOUNTAIN STATE PARK,ROUTES 202 & 9W,BEAR MOUNTAIN,New York,10911,5/2/2024,5/2/2024,2148481,,
0241-23-124352,Summer Restaurant,10/31/2024,KEY WEST,ISLIP BEACH INC,Suffolk,1,241,3/27/2024,600 S BAY AVE,,ISLIP,New York,11751,3/27/2024,3/27/2024,1278322,,POINT (-73.21337 40.70647)
0112-23-125638,Summer Restaurant,10/31/2024,THE PATIO,WILDLIFE CONSERVATION SOCIETY,Bronx,1,112,4/1/2024,2300 SOUTHERN BLVD,,BRONX,New York,10460,5/15/2024,5/15/2024,1004604,,POINT (-73.8819 40.85102)
0241-23-226115,Summer Restaurant,10/31/2024,,SAGAMORE INSTITUTE OF THE ADIRONDACKS,Hamilton,1,241,6/14/2024,1105 SAGAMORE RD,,RAQUETTE LAKE,New York,13436,6/29/2024,6/29/2024,2231728,,POINT (-74.62579 43.76154)
0112-23-226808,Summer Restaurant,10/31/2024,AMERICAN LEGION,FOUNTAIN BROS POST 1619,Clinton,1,112,5/14/2024,219 RAND HILL RD,REAR,MORRISONVILLE,New York,12962,5/14/2024,5/14/2024,2109904,,POINT (-73.56573 44.7111)
0112-23-126706,Summer Restaurant,10/31/2024,HARBOR LINKS GOLF COURSE,TOWN OF NORTH HEMPSTEAD,Nassau,1,112,4/1/2024,1 FAIRWAY DR,HARBOR LINKS GOLF COURSE,PORT WASHINGTON,New York,11050,4/4/2024,4/4/2024,1175706,,POINT (-73.66499 40.82528)
0112-23-225214,Summer Restaurant,10/31/2024,,SUNNY HILL FARM INC,Greene,1,112,4/1/2024,SUNNY HILL ROAD,,GREENVILLE,New York,12083,3/27/2024,3/27/2024,2007158,,
0241-23-224589,Summer Restaurant,10/31/2024,SUNFLOWER CAFE,DOCHARNI LLC,Otsego,1,241,5/1/2024,7629A STATE HWY 80,,SPRINGFIELD,NY,13326,3/29/2024,3/29/2024,2229693,,POINT (-74.88186 42.82681)
0240-22-200568,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #410,CBOCS NY LLC,Broome,1,240,11/9/2023,876 FRONT ST,,BINGHAMTON,New York,13905,11/9/2023,11/9/2023,2229226,,POINT (-75.90594 42.13069)
0112-23-326726,Summer Restaurant,10/31/2024,,SERENITY HILL GOLF COURSE INC,Allegany,1,112,3/27/2024,6462 COUNTY RTE 31,,FRIENDSHIP,New York,14739,3/27/2024,3/27/2024,3130674,,POINT (-78.09911 42.19731)
0241-23-326622,Summer Restaurant,10/31/2024,THE SILO RESTAURANT,HASTINGS HOSPITALITY INC,Niagara,1,241,4/19/2024,170 N WATER ST,,LEWISTON,New York,14092,4/19/2024,4/19/2024,3155176,,POINT (-79.04874 43.17443)
0112-23-123437,Summer Restaurant,10/31/2024,NATHAN'S FAMOUS,NATHANS FAMOUS OF LYNBROOK INC,Kings,1,112,4/1/2024,1205 BOARDWALK,,BROOKLYN,New York,11224,3/28/2024,3/28/2024,1261714,,POINT (-73.97982 40.57315)
0241-23-226504,Summer Restaurant,10/31/2024,DEVELOPMENT AUTHORITY  DBA: CASTLE CAFE,SERVICE AMERICA CORP & NYS OLYMPIC REGIONAL,Essex,1,241,5/31/2024,1712 WHITEFACE MEMORIAL HWY,NYS RTE 431,WILMINGTON,New York,12997,5/31/2024,5/31/2024,2191979,,POINT (-73.90604 44.36743)
0241-23-226495,Summer Restaurant,10/31/2024,,OTSEGO GOLF CLUB INC,Otsego,1,241,4/18/2024,144 PRO SHOP DR,,SPRINGFIELD CENTER,New York,13468,4/18/2024,4/18/2024,2203094,,POINT (-74.88896 42.81503)
0112-23-325276,Summer Restaurant,10/31/2024,(HALFWAY HOUSE),ORCHARD PARK COUNTRY CLUB INC,Erie,1,112,4/1/2024,4777 S BUFFALO ST,HALFWAY HOUSE,ORCHARD PARK,New York,14127,3/15/2024,3/15/2024,3006036,,POINT (-78.74658 42.75343)
0112-23-125089,Summer Restaurant,10/31/2024,,BERNARD FURMANSKY,Kings,1,112,7/23/2024,30 19 W 12TH STREET,WEST 12TH & JONES WALK,BROOKLYN,New York,11224,7/23/2024,7/23/2024,1176942,,POINT (-73.98572 40.60953)
0241-23-124243,Summer Restaurant,10/31/2024,WASABI BEACH SUSHI,EAST END SUSHI INC,Suffolk,1,241,4/1/2024,38 S ETNA AVE,,MONTAUK,NY,11954,4/1/2024,4/1/2024,1344642,,POINT (-71.94112 41.03531)
0241-23-326725,Summer Restaurant,10/31/2024,WATKINS GLEN NORTH,GUEST SERVICES MANAGEMENT LLC,Schuyler,1,241,5/2/2024,WATKINS GLEN STATE PARK RTE 14,,WATKINS GLEN,New York,14891,5/2/2024,5/2/2024,3150078,,POINT (-76.86608 42.37168)
0112-23-324666,Summer Restaurant,10/31/2024,WILLOWBROOK (HALFWAY HOUSE),F B H PROPERTIES INC,Niagara,1,112,4/1/2024,4200 LAKE AVE,,LOCKPORT,New York,14094,3/25/2024,3/25/2024,3118348,,POINT (-78.68198 43.20912)
0240-24-120470,Restaurant,10/31/2024,LES CREPES & TAQUERIA,OLI AND AUREL LLC,New York,1,240,7/8/2024,25 ESSEX ST,,NEW YORK,New York,10002,7/8/2024,7/8/2024,6028852,,POINT (-73.9898 40.71546)
0241-23-226608,Summer Restaurant,10/31/2024,THE HUB,Hub ADK LLC,Warren,1,241,5/1/2024,27 MARKET ST,,BRANT LAKE,New York,12815,4/10/2024,4/10/2024,2195533,,POINT (-73.75046 43.67729)
0112-23-123597,Summer Restaurant,10/31/2024,MALIBU SHORE CLUB CONV STORE,DOVER GOURMET CORP,Nassau,1,112,5/6/2024,1500 LIDO BEACH BLVD,SUITE 2 & 3,LIDO BEACH,New York,11561,5/6/2024,5/6/2024,1243643,,POINT (-73.59633 40.58847)
0112-23-226679,Summer Restaurant,10/31/2024,MOHAWK GLEN GOLF CLUB,MOHAWK GLEN GOLF CLUB LLC,Oneida,1,112,4/1/2024,880 PERIMETER RD,,ROME,New York,13441,3/19/2024,3/19/2024,2180180,,POINT (-75.4283 43.23448)
0241-23-123965,Summer Restaurant,10/31/2024,Dear Rufino Taqueria & Bar,JANKU CONSULTING INC,New York,1,241,5/2/2024,322 WEST 50TH STREET,,NEW YORK,New York,10019,7/3/2024,7/3/2024,1361162,,POINT (-73.98749 40.76287)
0112-23-325194,Summer Restaurant,10/31/2024,SEABREEZE PARK (GROVE 1),GEORGE W LONG INC,Monroe,1,112,5/1/2024,4600 CULVER RD,T/O IRONDEQUOIT,ROCHESTER,New York,14622,5/1/2024,5/1/2024,3010873,,POINT (-77.54381 43.23361)
0112-23-225591,Summer Restaurant,10/31/2024,EAST SNACK BAR,MALONE GOLF CLUB REST INC,Franklin,1,112,3/27/2024,79 GOLF COURSE RD,,MALONE,New York,12953,3/27/2024,3/27/2024,2006460,,POINT (-74.27848 44.82307)
0241-24-233582,Summer Restaurant,10/31/2024,West Shore BBQ,Solitude Catering LLC,Essex,1,241,4/1/2024,1975 Saranac Ave,,Lake Placid,New York,12946,10/22/2024,10/22/2024,6042369,,POINT (-74.00809 44.29642)
0241-23-126312,Summer Restaurant,10/31/2024,PIXIE SCOUT CANTINE AT THE CAROUSEL,"PIXIE AND THE SCOUT LLC, THE",New York,1,241,4/1/2024,CAROUSEL KIOSK BATTERY PARK,,NEW YORK,New York,10004,3/8/2024,3/8/2024,1337060,,
0241-23-224880,Summer Restaurant,10/31/2024,,MOUNTAIN TOP GROVE INC,Broome,1,241,4/8/2024,539 HANCE RD,HANCE RD &STATE LINE RD,VESTAL,New York,13850,4/8/2024,4/8/2024,2158926,,POINT (-75.95854 42.00065)
0112-23-125539,Summer Restaurant,10/31/2024,,TRINITY DANISH YOUNG PEOPLES SOCIETY INC,Bronx,1,112,4/4/2024,808 DEAN AVENUE,,BRONX,New York,10465,4/5/2024,4/5/2024,1004611,,POINT (-73.81602 40.83201)
0112-23-126305,Summer Restaurant,10/31/2024,FOOT OF OLD BEACH LANE,MAIDSTONE CLUB INC,Suffolk,1,112,4/1/2024,50 WEST DUNE LANE,ON ATLANTIC OCEAN 9TH HOLE,EAST HAMPTON,New York,11937,3/27/2024,3/27/2024,1048834,,POINT (-72.18098 40.94958)
0112-23-324852,Summer Restaurant,10/31/2024,(SNACK BAR SERVING BEER),WWBR LLC,Monroe,1,112,4/5/2024,1201 RUSH WEST RUSH RD,LOWER LEVEL OF CLUBHOUSE,RUSH,New York,14543,4/5/2024,4/5/2024,3153402,,POINT (-77.6445 42.98363)
0240-22-300692,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #387,CBOCS NY LLC,Monroe,1,240,11/6/2023,2075 HYLAN DR,,ROCHESTER,New York,14623,11/6/2023,11/6/2023,3168974,,POINT (-77.626 43.07265)
0241-23-226945,Summer Restaurant,10/31/2024,LAKE WELCH CONCESSIONS,GUEST SERVICES MANAGEMENT LLC,Rockland,1,241,5/1/2023,LAKE WELCH DR HARRIMAN STATE,,STONY POINT,New York,10911,5/3/2024,5/3/2024,2167432,,
0112-23-226785,Summer Restaurant,10/31/2024,JJ'S,JOSEPH A TODISCO,Onondaga,1,112,7/1/2024,581N STATE FAIR BLVD SPACE 506,T/O GEDDES,SYRACUSE,New York,13209,5/25/2024,5/25/2024,2605912,,POINT (-76.21549 43.07302)
0112-23-226244,Summer Restaurant,10/31/2024,,MEADOWBROOK GOLF COURSE INC,St Lawrence,1,112,3/11/2024,9757 U S HIGHWAY 11,,WINTHROP,New York,13697,3/11/2024,3/11/2024,2507427,,POINT (-74.81333 44.76396)
0241-23-124424,Summer Restaurant,10/31/2024,QUEENS BEER GARDEN,QUEENS BEER GARDEN LLC,Queens,1,241,4/1/2024,80-60 COOPER AVE,,GLENDALE,New York,11385,4/17/2024,4/17/2024,1362352,,POINT (-73.86909 40.70966)
0241-23-326637,Summer Restaurant,10/31/2024,,LUMBERJACK'S PATIO GRILL LLC,Niagara,1,241,5/1/2024,1000 RIVER RD,,NORTH TONAWANDA,NY,14120,4/3/2024,4/3/2024,3153693,,POINT (-78.89213 43.04794)
0112-23-324072,Summer Restaurant,10/31/2024,,FREEDOM MOTORSPORTS PARK INC,Cattaraugus,1,112,4/8/2024,11099 MARBLE SPRINGS RD,,DELEVAN,New York,14042,4/8/2024,4/8/2024,3157563,,POINT (-78.43222 42.48424)
0341-23-231310,Summer Restaurant,10/31/2024,THE BLUE MINGO GRILL,Black Ash Holdings Inc,Otsego,1,341,5/1/2024,6098 STATE HIGHWAY 80,WEST LAKE RD,COOPERSTOWN,New York,13326,4/10/2024,4/10/2024,2506841,,POINT (-74.91693 42.73287)
0341-24-110971,Summer Restaurant,10/31/2024,ROYAL ATLANTIC RESTAURANT,MONTAUK LAKE CLUB II INC,Suffolk,1,341,5/7/2024,126 S EMERSON AVE,,MONTAUK,New York,11954,5/7/2024,5/7/2024,6019124,,POINT (-71.94282 41.03279)
0340-22-115244,Restaurant,10/31/2024,EPICERIE BOULUD,GREENWICH STREET CAFE LLC,New York,1,340,3/4/2024,185 GREENWICH ST,#4000,NEW YORK,New York,10007,3/4/2024,3/4/2024,1295190,,POINT (-74.01087 40.71091)
0340-22-110423,Restaurant,10/31/2024,,ELYSIUM RESTAURANT & LOUNGE CORP,Bronx,1,340,10/15/2024,4371 3RD AVE,,BRONX,New York,10457,11/14/2022,11/14/2022,1341006,,POINT (-73.89416 40.85061)
0340-22-305572,Restaurant,10/31/2024,STONEHEDGES COUNTRY CLUB,GROTON GOLF & RECREATION ASSN INC,Tompkins,1,340,6/27/2024,LICK ST & STEVENS RD,NOT-FOR-PROFIT,GROTON,New York,13073,6/27/2024,6/27/2024,3105878,,
0341-23-227405,Summer Restaurant,10/31/2024,THE NAKED TURTLE HOLDING CO,SPIEGEL INTERNATIONAL INC,Clinton,1,341,4/1/2024,1 DOCK ST,,PLATTSBURGH,NY,12901,4/3/2024,4/3/2024,2004346,,POINT (-73.4426 44.69666)
0341-24-109392,Summer Restaurant,10/31/2024,SASSYFRAS,LOVE WATCH HILL & SAILORS HAVEN INC,Suffolk,1,341,5/1/2024,SAILORS HAVEN MARINA,,SAYVILLE,New York,11782,4/10/2024,4/10/2024,6017464,,
0341-24-231529,Summer Restaurant,10/31/2024,,T & T Catering LLC,Oneida,1,341,5/1/2024,6487 Karlen Rd,,Rome,New York,13440,10/4/2024,10/4/2024,6040229,,POINT (-75.45803 43.2835)
0341-24-214046,Summer Restaurant,10/31/2024,THE OWL AT TWLIGHT,KNIGHT OWL HOSPITALITY INC,Essex,1,341,5/24/2024,1322 CR 29,,OLMSTEDVILLE,New York,12857,5/24/2024,5/24/2024,6022301,,POINT (-73.9241 43.77171)
0341-24-207976,Summer Restaurant,10/31/2024,VILLA ROMA OUTDOOR POOL BAR,VILLA ROMA RESORT AND CONFERENCE CENTER INC,Sullivan,1,341,4/1/2024,356 VILLA ROMA RD,,CALLICOON,New York,12723,4/1/2024,4/1/2024,6016025,,POINT (-74.98233 41.76639)
0341-24-136964,Summer Restaurant,10/31/2024,The 1901 Grill,The 1901 Grill LLC,Suffolk,1,341,4/1/2024,26 Sunnyside Ave,,Shelter Island  Heights,NY,11965,11/22/2024,11/22/2024,6045812,,POINT (-72.35913 41.07748)
0340-22-215419,Restaurant,10/31/2024,,3857 STATE ROUTE 9L LLC,Warren,1,340,8/14/2024,3857 RTE 9L,,LAKE GEORGE,New York,12845,8/14/2024,8/14/2024,2223898,,POINT (-73.6965 43.4184)
0341-24-107717,Summer Restaurant,10/31/2024,,LESSING'S INC,Suffolk,1,341,4/1/2024,SUNKEN MEADOW STATE PARK,MAIN STAND #5,KINGS PARK,New York,11754,3/25/2024,3/25/2024,6015751,,
0341-24-123580,Summer Restaurant,10/31/2024,Flos Luncheonette,Blue Point Flos Inc,Suffolk,1,341,4/1/2024,302 Middle Rd,,Blue Point,NY,11715,8/1/2024,8/1/2024,6032045,,POINT (-73.02809 40.74763)
0341-24-222287,Summer Restaurant,10/31/2024,The Peppercorn On The Hill LLC,"Peppercorn On The Hill LLC, The",Delaware,1,341,7/22/2024,163 Taylor Rd,,Stamford,NY,12167,7/22/2024,7/22/2024,6030718,,POINT (-74.626 42.42945)
0340-22-110909,Restaurant,10/31/2024,"BQE CAFE BILLIARDS, INC.","BQE CAFE BILLIARDS, INC.",Queens,1,340,4/23/2024,70 02 34TH AVENUE,,JACKSON HEIGHTS,New York,11372,4/23/2024,4/23/2024,1133836,,POINT (-73.89603 40.75258)
0341-24-107969,Summer Restaurant,10/31/2024,THE SUNSET CLUB AT TAPPEN BEACH,OYSTER BAY RESTAURANT GROUP INC,Nassau,1,341,4/1/2024,494 PROSPECT AVE,,SEA CLIFF,NY,11579,3/29/2024,3/29/2024,6016018,,POINT (-73.65175 40.83621)
0341-24-108734,Summer Restaurant,10/31/2024,SALT SHACK,ISLAND TIME HOSPITALITY GROUP LLC,Suffolk,1,341,4/3/2024,CEDAR BEACH OCEAN PKWY,,BABYLON,New York,11702,4/3/2024,4/3/2024,6016785,,
0340-22-114144,Restaurant,10/31/2024,THE HEADLESS HORSEMAN & ICHABODS,EBFRU LLC,New York,1,340,3/30/2024,119 E 15TH ST,AKA 15 IRVING PLACE NY NY,NEW YORK,New York,10003,3/30/2024,3/30/2024,1265237,,POINT (-73.98856 40.73478)
0341-24-215611,Summer Restaurant,10/31/2024,ORIGINS CAFE,CAREFREE GARDENS LLC,Otsego,1,341,5/1/2024,550 BEAVER MEADOW RD,,COOPERSTOWN,NY,13326,5/30/2024,5/30/2024,6023895,,POINT (-74.91565 42.67433)
0341-24-207259,Summer Restaurant,10/31/2024,TIKKI TURTLE,J M KERWIN INC,Onondaga,1,341,5/1/2024,581 ST FAIR BLVD SPACE #255,T/O GEDDES,SYRACUSE,NY,13209,3/20/2024,3/20/2024,6015286,,POINT (-76.21549 43.07302)
0340-23-139421,Restaurant,10/31/2024,TANDOORI,FINE INDIAN DINING INC,Westchester,1,340,2/10/2023,163 N MAIN ST,,PORT CHESTER,New York,10573,2/10/2023,2/10/2023,1280457,,POINT (-73.66059 41.00393)
0340-22-204392,Restaurant,10/31/2024,Twisted Fiddler,Slidin Dirty LLC,Rensselaer,1,340,1/27/2024,9 FIRST ST,,TROY,New York,12180,1/27/2024,1/27/2024,2197592,,POINT (-73.69299 42.73082)
0340-22-207880,Restaurant,10/31/2024,SLOOP BREWING CO,HUDSON VALLEY BEVERAGE CO INC,Dutchess,1,340,10/23/2024,755 EAST DR,SUITE 106,HOPEWELL JUNCTION,New York,12533,11/13/2024,11/13/2024,2221911,,POINT (-73.81827 41.53727)
0341-23-129859,Summer Restaurant,10/31/2024,,SUN & SURF BEACH CLUB INC,Nassau,1,341,4/1/2024,2189 ATLANTIC BLVD,,ATLANTIC BEACH,New York,11509,3/12/2024,3/12/2024,1018552,,POINT (-73.74141 40.58978)
0341-24-207996,Summer Restaurant,10/31/2024,HANAH MOUNTAIN RESORT & COUNTRY CLUB,HANAH COUNTRY INN MANAGEMENT CORP,Delaware,1,341,4/1/2024,44447 HWY 30,1 MILE W RTE 39,MARGARETVILLE,New York,12455,4/1/2024,4/1/2024,6016045,,POINT (-74.6112 42.17042)
0341-23-329659,Summer Restaurant,10/31/2024,FONTANAS GROVE,ANTHONY J FONTANA,Erie,1,341,5/1/2024,2299 CLINTON ST,,WEST SENECA,NY,14206,3/27/2024,3/27/2024,3006064,,POINT (-78.79198 42.87021)
0341-24-207850,Summer Restaurant,10/31/2024,CAVALLARRIO'S STEAK HOUSE,GFG RESTAURANT GROUP INC,Jefferson,1,341,4/4/2024,26 CHURCH ST,,ALEXANDRIA BAY,New York,13607,4/4/2024,4/4/2024,6015887,,POINT (-75.91843 44.33643)
0341-24-213360,Summer Restaurant,10/31/2024,SIRO'S RESTAURANT,SIROS ENTERTAINMENT LLC,Saratoga,1,341,5/13/2024,168 LINCOLN AVE,,SARATOGA SPRINGS,New York,12866,5/13/2024,5/13/2024,6021598,,POINT (-73.77419 43.07445)
0341-24-212379,Summer Restaurant,10/31/2024,Greenside Clubhouse,BTZ Briggs LLC,Schoharie,1,341,4/1/2024,2322 State Route 7,,Cobleskill,New York,12043,5/6/2024,5/6/2024,6020576,,POINT (-74.45024 42.67964)
0340-22-207306,Restaurant,10/31/2024,J P MULLIGANS RESTAURANT,J P MULLIGANS RESTAURANT INC,Onondaga,1,340,7/18/2024,202 W GENESEE ST,,FAYETTEVILLE,New York,13066,7/18/2024,7/18/2024,2505267,,POINT (-76.01476 43.02967)
0341-24-110148,Summer Restaurant,10/31/2024,THE SHACK,KATKIN COMPANY INC,Queens,1,341,4/22/2024,1 STONY HOLLOW ROAD,,CENTERPORT,New York,11721,4/22/2024,4/22/2024,6018256,,POINT (-73.36007 40.88489)
0341-24-128753,Summer Restaurant,10/31/2024,,RC Hospitality Inc,Kings,1,341,9/17/2024,3716 Atlantic Ave,,Brooklyn,NY,11224,9/17/2024,9/17/2024,6037374,,POINT (-74.00297 40.57335)
0341-24-230765,Summer Restaurant,10/31/2024,Kicking Country,"Vintage Restaurants, Inc",Warren,1,341,4/1/2024,325 Canada St,,Lake George,New York,12845,9/30/2024,9/30/2024,6039453,,POINT (-73.71235 43.42643)
0341-24-107718,Summer Restaurant,10/31/2024,,LESSING'S INC,Westchester,1,341,4/1/2024,332 BOSTON POST RD,,RYE,New York,10580,3/25/2024,3/25/2024,6015752,,POINT (-73.70289 40.96083)
0340-23-136561,Restaurant,10/31/2024,CRUSH BAR AND LOUNGE,EXOTIC LOUNGE INC,Bronx,1,340,2/6/2023,10 W MOUNT EDEN AVE,,BRONX,New York,10452,2/6/2023,2/6/2023,1292335,,POINT (-73.91514 40.84451)
0340-22-102901,Restaurant,10/31/2024,AGED,ALIAGED DINING INC,Queens,1,340,11/26/2024,107-02 70TH RD,,FOREST HILLS,New York,11375,10/12/2022,10/12/2022,1279331,,POINT (-73.84578 40.72076)
0341-24-109391,Summer Restaurant,10/31/2024,WHALE HOUSE POINT,LOVE WATCH HILL & SAILORS HAVEN INC,Suffolk,1,341,4/10/2024,WATCH HILL MARINA,FIRE ISLAND NATIONAL SEA SHORE,PATCHOGUE,New York,11772,4/10/2024,4/10/2024,6017463,,
0341-23-227276,Summer Restaurant,10/31/2024,KAYS FAMOUS PIZZA,KAY'S BURDEN LAKE REST INC,Rensselaer,1,341,3/18/2024,10 WALSH LANE,SECOND DYKE-BURDEN LAKE,AVERILL PARK,New York,12018,3/18/2024,3/18/2024,2009898,,POINT (-73.56342 42.60476)
0341-24-222920,Summer Restaurant,10/31/2024,DJs At The Park,DJs at Thompson Park LLC,Jefferson,1,341,5/1/2024,1 Thompson Park,,Watertown,NY,13601,7/26/2024,7/26/2024,6031365,,POINT (-75.88517 43.96164)
0341-24-108382,Summer Restaurant,10/31/2024,TOKYO DRUMSTICK,KTTE LLC,New York,1,341,4/3/2024,10 SOUTH ST,"GOVERNORS ISLAND, SLIP 7",NEW YORK,New York,10004,4/3/2024,4/3/2024,6016432,,POINT (-74.01186 40.70141)
0340-22-104796,Restaurant,10/31/2024,PIERRE LOTI WINE BAR & CAFE,H O C WINE INC,New York,1,340,4/22/2024,53 IRVING PLACE,,NEW YORK,New York,10003,4/22/2024,4/22/2024,1247222,,POINT (-73.9873 40.73601)
0341-24-108726,Summer Restaurant,10/31/2024,GIN BEACH CAFE,SIMPLY UNIQUE CATERERS INC,Suffolk,1,341,4/3/2024,467 E LAKE DR,,MONTAUK,New York,11954,4/3/2024,4/3/2024,6016777,,POINT (-71.92723 41.07278)
0341-24-206932,Summer Restaurant,10/31/2024,,YAWGER BROOK BAKES INC,Cayuga,1,341,5/1/2024,980 CHAMBERLAIN RD,,AUBURN,New York,13021,4/15/2024,4/15/2024,6014961,,POINT (-76.67566 42.91136)
0341-24-209938,Summer Restaurant,10/31/2024,FORSTHAUS RESTAURANT,SLIDE MOUNTAIN FOREST HOUSE LLC,Ulster,1,341,5/1/2024,805 OLIVEREA ROAD,,OLIVEREA,New York,12410,4/15/2024,4/15/2024,6018044,,POINT (-74.45487 42.05606)
0341-24-110149,Summer Restaurant,10/31/2024,BETH'S CAFE,STAR FISH EAST INC,Suffolk,1,341,4/22/2024,48 QUOGUE ST,,QUOGUE,New York,11959,4/22/2024,4/22/2024,6018257,,POINT (-72.60758 40.8156)
0341-24-107213,Summer Restaurant,10/31/2024,BARLEY ON THE HUDSON,TARRYTOWN HOSPITALITY GROUP LLC,Westchester,1,341,4/3/2024,236 GREEN ST,,TARRYTOWN,New York,10591,4/3/2024,4/3/2024,6015240,,POINT (-73.86617 41.07583)
0341-24-216268,Summer Restaurant,10/31/2024,Fire & Ice Greenside,FIRE & ICE SPORTS BAR AND GRILL LLC,Broome,1,341,4/1/2024,153 State Park Rd,,Chenango Forks,NY,13746,6/5/2024,6/5/2024,6024565,,POINT (-75.82895 42.21398)
