License Permit ID,Description,Expiration Date,DBA,LegalName,Premises County,Type,Class,Effective Date,Actual Address Of Premises,Additional Address Information,City,State Name,Zip Code,Original Issue Date,Last Issue Date,Legacy_Serial_Number,AKA Address,Georeference
0240-23-141917,Restaurant,1/31/2025,SPICY EMPIRE SKEWER HOT POT,FENG TA INC,Queens,1,240,1/13/2025,147-10 45TH AVE,,FLUSHING,New York,11355,2/22/2023,2/22/2023,1314270,,POINT (-73.81491 40.75554)
0240-23-139711,Restaurant,1/31/2025,JONGRO GOPCHANG,32 BUNGA 2 INC,New York,1,240,2/16/2023,22 W 32ND ST,5TH FL,NEW YORK,New York,10001,2/16/2023,2/16/2023,1346697,,POINT (-73.98681 40.7477)
0240-23-139976,Restaurant,1/31/2025,HOMEMADE BY MIRIAM,HBM TRIBECA LLC,New York,1,240,2/6/2023,88 W BROADWAY,,NEW YORK,New York,10007,2/6/2023,2/6/2023,1340930,,POINT (-74.00941 40.71529)
0240-23-140252,Restaurant,1/31/2025,THE ISLANDER,CROWS NEST BAR & GRILL LLC,Suffolk,1,240,8/8/2023,63 N FERRY RD,,SHELTER ISLAND,New York,11964,8/8/2023,8/8/2023,1259838,,POINT (-72.33934 41.0727)
0240-23-142505,Restaurant,1/31/2025,LAZY LOBSTER,BURNS PARK LOBSTER LLC,Nassau,1,240,2/6/2023,5089 MERRICK RD,STORE #4,MASSAPEQUA PARK,New York,11762,2/6/2023,2/6/2023,1346543,,POINT (-73.44754 40.66673)
0240-23-142408,Restaurant,1/31/2025,,WONDER LIFE INC,Kings,1,240,2/15/2023,5118 7TH AVE,,BROOKLYN,New York,11220,2/15/2023,2/15/2023,1345642,,POINT (-74.00692 40.64146)
0240-23-139757,Restaurant,1/31/2025,RAMEN TOTEM,KUNG FU NOODLE RAMEN INC,Nassau,1,240,2/9/2023,69 MIDDLE NECK RD,,GREAT NECK,New York,11021,2/9/2023,2/9/2023,1349272,,POINT (-73.72933 40.78849)
0240-23-139685,Restaurant,1/31/2025,PIZZA D'AMORE,MILO BEAR INC,Kings,1,240,12/9/2024,2147 MILL AVE,,BROOKLYN,New York,11234,2/14/2023,2/14/2023,1346699,,POINT (-73.91291 40.61457)
0240-23-140211,Restaurant,1/31/2025,,GROTTO AUTHENTIC CARIBBEAN CUISINE LLC THE,Kings,1,240,5/17/2023,321 NOSTRAND AVE,,BROOKLYN,New York,11216,5/17/2023,5/17/2023,1321500,,POINT (-73.95096 40.68733)
0240-23-141145,Restaurant,1/31/2025,RABBIT,WARLORD ENTERPRISES LLC,New York,1,240,2/9/2023,122 E 7TH ST,#STOW,NEW YORK,New York,10009,2/9/2023,2/9/2023,1159283,,POINT (-73.98416 40.72632)
0240-23-140154,Restaurant,1/31/2025,MANOUSHEH,AFRAN MANAGEMENT CO LLC,New York,1,240,3/13/2023,193 BLEECKER ST,,NEW YORK,New York,10012,3/13/2023,3/13/2023,1281414,,POINT (-74.00141 40.72927)
0240-23-142379,Restaurant,1/31/2025,FLORENCE DINER,FLORENCE CULINARY ASSOCIATES LLC,Queens,1,240,2/6/2024,40-13 82ND ST,,ELMHURST,New York,11373,2/6/2024,2/6/2024,1346101,,POINT (-73.88384 40.74714)
0240-23-142498,Restaurant,1/31/2025,SABORES DE MI TIERRA RESTAURANT,SABORES DE MI TIERRA RESTAURANT INC,New York,1,240,2/6/2023,1562 ST NICHOLAS AVE,,NEW YORK,New York,10040,2/6/2023,2/6/2023,1349242,,POINT (-73.93039 40.85389)
0240-23-141488,Restaurant,1/31/2025,SUPER SUSHI,QSWYDXHN INC,Kings,1,240,2/8/2023,9208 3RD AVE,,BROOKLYN,New York,11209,2/8/2023,2/8/2023,1345927,,POINT (-74.03286 40.61906)
0340-23-138819,Restaurant,1/31/2025,SHAKING CRAB,SC NEW DORP LLC,Richmond,1,340,2/15/2023,365 NEW DORP LN,,STATEN ISLAND,New York,10306,2/15/2023,2/15/2023,1343950,,POINT (-74.1104 40.57082)
0340-23-127814,Restaurant,1/31/2025,KILOGRAM CAFE,KG 29 LLC,New York,1,340,2/22/2023,221 W 29TH ST,,NEW YORK,New York,10001,2/22/2023,2/22/2023,1345576,,POINT (-73.99385 40.74824)
0340-23-138124,Restaurant,1/31/2025,AMARACHI LOUNGE,AMARACHI INC,Kings,1,340,2/13/2023,189 BRIDGE STREET,,BROOKLYN,New York,11201,3/23/2023,3/23/2023,1278412,,POINT (-73.98495 40.69803)
0340-23-134034,Restaurant,1/31/2025,THE THREE MONKEYS,DONEGAL INC,New York,1,340,11/15/2023,236 W 54TH STREET,,NEW YORK,New York,10019,11/15/2023,11/15/2023,1244977,,POINT (-73.98299 40.76425)
0340-23-230160,Restaurant,1/31/2025,,RAFTER'S TAVERN LLC,Sullivan,1,340,3/9/2023,28 UPPER MAIN ST,,CALLICOON,New York,12723,3/9/2023,3/9/2023,2213652,,POINT (-75.06071 41.76745)
0340-23-138278,Restaurant,1/31/2025,,GEENA'S CUCINA LLC,Queens,1,340,6/21/2024,36-21 REVIEW AVE,,LONG ISLAND CITY,New York,11101,1/30/2023,1/30/2023,1329177,,POINT (-73.93754 40.73388)
0340-23-139197,Restaurant,1/31/2025,,PARAISO COLOMBIANO NY INC,Queens,1,340,2/21/2023,106-20 CORONA AVE,,CORONA,New York,11368,2/21/2023,2/21/2023,1332025,,POINT (-73.85643 40.74377)
0340-23-338470,Restaurant,1/31/2025,LAF-A-LOT,LAF-A-LOT 1 INC,Steuben,1,340,2/24/2023,100 LAF-A-LOT RD,,WAYLAND,New York,14572,2/24/2023,2/24/2023,3169044,,POINT (-77.57185 42.49539)
0340-23-130870,Restaurant,1/31/2025,"SONA, MIMI'S, MIMI'S AT SONA",ELEVEN BELINDA LLC,New York,1,340,2/10/2023,36 E 20TH ST,,NEW YORK,New York,10003,2/10/2023,2/10/2023,1326512,,POINT (-73.98859 40.73868)
0340-23-228859,Restaurant,1/31/2025,,WHISKEY WAGON SALOON LLC,Jefferson,1,340,2/10/2023,43523 STATE RTE 37,,REDWOOD,New York,13679,3/7/2023,3/7/2023,2231047,,POINT (-75.80032 44.29778)
0340-23-129102,Restaurant,1/31/2025,ROBERTA'S PIZZA,FORT POND PIZZA LLC,Suffolk,1,340,2/22/2023,240 FORT POND RD,,MONTAUK,New York,11954,2/22/2023,2/22/2023,1346279,,POINT (-71.95299 41.04967)
0340-23-138598,Restaurant,1/31/2025,,AHC LEGACY LLC,Kings,1,340,2/17/2023,63 LAFAYETTE AVE,,BROOKLYN,New York,11217,2/17/2023,2/17/2023,1341317,,POINT (-73.97596 40.68707)
0340-23-132260,Restaurant,1/31/2025,MAUDS TAVERN,MAUDS TAVERN INC,Westchester,1,340,2/3/2023,149 151ST SOUTHSIDE AVENUE,,HASTINGS ON HUDSON,New York,10706,2/3/2023,2/3/2023,1052190,,POINT (-73.88326 40.99473)
0340-23-128490,Restaurant,1/31/2025,CORNELIUS; OFF THE RAILS,CITY WINERY GRAND CENTRAL LLC,New York,1,340,3/17/2024,89 E 42ND ST,,NEW YORK,New York,10017,3/17/2024,3/17/2024,1344412,,POINT (-73.97794 40.75227)
0340-23-134554,Restaurant,1/31/2025,COLISEUM KITCHEN,COLISEUM KITCHEN INC,Nassau,1,340,10/25/2023,1658 1662 OLD COUNTRY ROAD,,PLAINVIEW,New York,11803,10/25/2023,10/25/2023,1243982,,POINT (-73.44814 40.781)
0340-23-334589,Restaurant,1/31/2025,CHANDERSONS STEAK & SEAFOOD,JUST A BITE GOURMET INC,Cattaraugus,1,340,2/13/2023,11851 ROUTE 16,,YORKSHIRE,New York,14173,2/13/2023,2/13/2023,3125533,,POINT (-78.47832 42.51221)
0340-23-231908,Restaurant,1/31/2025,KELLY'S TAVERN,STEDALI CORP,Rockland,1,340,10/25/2024,150 SOUTH MIDDLETOWN RD,,NANUET,New York,10954,4/24/2023,4/24/2023,2125516,,POINT (-74.01283 41.0919)
0340-23-133322,Restaurant,1/31/2025,HONEYCOMB,CASABLANCA BROOKLYN LTD,Kings,1,340,2/21/2023,74 5TH AVE,,BROOKLYN,New York,11217,2/21/2023,2/21/2023,1345973,,POINT (-73.97756 40.68068)
0340-23-130529,Restaurant,1/31/2025,,NOBARS LLC,Kings,1,340,2/27/2023,23 GREENPOINT AVE,,BROOKLYN,New York,11222,2/27/2023,2/27/2023,1340281,,POINT (-73.95983 40.72966)
0340-23-232854,Restaurant,1/31/2025,BLESSING'S TAVERN,EA INC OF COLONIE,Albany,1,340,12/4/2024,1116 WATERVLIET SHAKER ROAD,,ALBANY,New York,12205,12/4/2024,12/4/2024,2107990,,POINT (-73.85015 42.74782)
0340-23-128886,Restaurant,1/31/2025,AMARONE SCARLATTO,CLOUD 247 LLC,New York,1,340,8/22/2024,686 9TH AVE,,NEW YORK,New York,10036,8/22/2024,8/22/2024,1346320,,POINT (-73.99018 40.76179)
0340-23-133700,Restaurant,1/31/2025,Common Ground East,CFA HOLDINGS EH LLC,Suffolk,1,340,5/13/2024,44 THREE MILE HARBOR RD,,EAST HAMPTON,New York,11937,5/13/2024,5/13/2024,1295386,,POINT (-72.1819 40.97562)
0340-23-128542,Restaurant,1/31/2025,O YEAH AMERICA KITCHENS & BAR,INTERNATIONAL WINGS FACTORY LLC,New York,1,340,2/13/2023,765 8TH AVE,,NEW YORK,New York,10036,2/13/2023,2/13/2023,1343604,,POINT (-73.98757 40.76023)
0340-23-228702,Restaurant,1/31/2025,THE SENECA RIVERSIDE,"SENECA RIVERSIDE INC, THE",Cayuga,1,340,2/13/2023,9345 STICKLE RD,,WEEDSPORT,New York,13166,2/13/2023,2/13/2023,2230950,,POINT (-76.55715 43.06955)
0340-23-136523,Restaurant,1/31/2025,BASEMENT BAR,M & M LOUNGE CORP,Queens,1,340,2/6/2023,35-12 FARRINGTON ST,CELLAR,FLUSHING,New York,11354,2/6/2023,2/6/2023,1343829,,POINT (-73.8316 40.76404)
0240-22-102725,Restaurant,12/31/2024,CHELY RESTAURANT,SIUMY NAILEAH CORP,Nassau,1,240,11/5/2024,219 NASSAU ST,,WESTBURY,New York,11590,11/14/2022,11/14/2022,1296889,,POINT (-73.58086 40.75691)
0240-21-123628,Restaurant,12/31/2024,SENN THAI COMFORT FOOD,9 SANN INC,New York,1,240,5/3/2024,452 AMSTERDAM AVE,UNIT #2,NEW YORK,New York,10024,5/3/2024,5/3/2024,1330663,,POINT (-73.97702 40.78493)
0240-23-240999,Restaurant,12/31/2024,CHARLIES PIZZA,RCV1 INC,Oneida,1,240,3/16/2023,350 LELAND AVE,HERKIMER RD & ROUTE 790,UTICA,New York,13501,3/16/2023,3/16/2023,2604469,,POINT (-75.20588 43.11348)
0240-23-139889,Restaurant,12/31/2024,,ZENITH THAI INC,Queens,1,240,5/8/2023,70-02 FRESH POND RD,,RIDGEWOOD,New York,11385,5/8/2023,5/8/2023,1314152,,POINT (-73.89513 40.70242)
0240-23-139674,Restaurant,12/31/2024,MAKI BY AKIMORI,AKIMORI HOSPITALITY GROUP LLC,Kings,1,240,10/15/2024,557 KINGS HWY,,BROOKLYN,New York,11223,1/19/2023,1/19/2023,1345613,,POINT (-73.96866 40.60466)
0240-23-141130,Restaurant,12/31/2024,WHITE MAIZE,VALDEYAN CORP,Kings,1,240,2/14/2023,277 SMITH ST,,BROOKLYN,New York,11231,2/14/2023,2/14/2023,1312989,,POINT (-73.99332 40.68252)
0240-23-142476,Restaurant,12/31/2024,MANGIA PIZZA,PIZZA CRUST INC,Suffolk,1,240,3/10/2023,785C DEER PARK AVE,,NORTH BABYLON,New York,11703,3/10/2023,3/10/2023,1122522,,POINT (-73.32233 40.72211)
0340-23-230899,Restaurant,12/31/2024,TAMARIND,MAHADEV FOOD LLC,Dutchess,1,340,3/3/2023,1659 RTE 9,STE 1,WAPPINGERS FALLS,New York,12590,3/3/2023,3/3/2023,2223521,,POINT (-73.91202 41.60224)
0340-22-107418,Restaurant,12/31/2024,Love 69,PYRAMID 369 CORP,Kings,1,340,6/17/2024,4223 2ND AVE,,BROOKLYN,New York,11232,6/17/2024,6/17/2024,1319839,,POINT (-74.01273 40.65311)
0340-23-129752,Restaurant,12/31/2024,BAR CULACCINO,RTA HOLDINGS LLC,New York,1,340,10/18/2024,235 W 56TH STREET,1755 BROADWAY; SUITE #100A,NEW YORK,New York,10019,1/20/2023,1/20/2023,1308165,,POINT (-73.98266 40.76575)
0340-23-137116,Restaurant,12/31/2024,THE BOIL,SAIGON SHACK CORP,New York,1,340,2/9/2023,139 CHRYSTIE ST,,NEW YORK,New York,10002,2/9/2023,2/9/2023,1266405,,POINT (-73.99307 40.71965)
0340-22-106651,Restaurant,12/31/2024,GOLDBAR,389 BROOME LLC,New York,1,340,10/21/2024,389 BROOME ST,,NEW YORK,New York,10013,10/21/2024,10/21/2024,1266652,,POINT (-73.99702 40.72057)
0340-23-239060,Restaurant,12/31/2024,,RUTA84 INC,Rockland,1,340,6/27/2024,35 MAIN ST,,HAVERSTRAW,New York,10927,6/27/2024,6/27/2024,2230574,,POINT (-73.96295 41.19653)
0340-23-328461,Restaurant,12/31/2024,HOUSE OF CHARM,77 YOUNG STREET LLC,Erie,1,340,2/27/2024,517 WASHINGTON ST,,BUFFALO,NY,14203,2/27/2024,2/27/2024,3169412,,POINT (-78.87226 42.88801)
0340-22-113900,Restaurant,12/31/2024,RIDGEWOOD STATION TAVERN,RIDGEWOOD HOSPITALITY LLC,Nassau,1,340,5/1/2024,3231 SUNRISE HWY,,WANTAGH,New York,11793,5/1/2024,5/1/2024,1313075,,POINT (-73.51009 40.67186)
0340-23-228425,Restaurant,12/31/2024,HEUGA'S ALPINE,PREBLE PUB OF SONG MOUNTAIN INC,Cortland,1,340,2/9/2023,SONG LAKE & SONG MOUNTAIN RD,SONG LAKE & SONG MOUNTAIN RD,TULLY,New York,13159,2/9/2023,2/9/2023,2601453,,POINT (-76.15423 42.77543)
0340-23-135081,Restaurant,12/31/2024,CALLE DAO DOWNTOWN,RUMBA CORP,New York,1,340,2/13/2023,543 LA GUARDIA PL STORE ON GRO,BLEECKER ST & WEST 3RD ST,NEW YORK,New York,10012,2/13/2023,2/13/2023,1213427,,POINT (-73.99839 40.72872)
0340-23-132013,Restaurant,12/31/2024,IKKO,EAST WEST BROADWAY INC,Bronx,1,340,7/17/2024,3938 E TREMONT AVE,,BRONX,New York,10465,1/5/2023,1/5/2023,1311097,,POINT (-73.81856 40.82129)
0340-23-138583,Restaurant,12/31/2024,LOST SPIRITS NYC,BAR 17 INC,New York,1,340,11/22/2024,11 W 17TH ST,,NEW YORK,New York,10011,11/22/2024,11/22/2024,1344935,,POINT (-73.99305 40.73826)
0340-22-204905,Restaurant,12/31/2024,DRAUGHT INDUSTRIES,CRAFTERA LLC,Dutchess,1,340,10/3/2024,394 MAIN ST,,BEACON,New York,12508,10/3/2024,10/3/2024,2206049,,POINT (-73.96697 41.50337)
0340-22-303784,Restaurant,12/31/2024,PARKERS GRILLE & TAP HOUSE,PARKERS GRILLE INC,Seneca,1,340,7/2/2024,86 FALL ST,,SENECA FALLS,New York,13148,12/7/2022,12/7/2022,3149139,,POINT (-76.79781 42.91043)
0340-23-138613,Restaurant,12/31/2024,SECRETS,N & N ENTERTAINMENT INC,Queens,1,340,6/9/2023,171-02 171-04 JAMAICA AVE,,JAMAICA,New York,11432,7/26/2023,7/26/2023,1344640,,POINT (-73.78847 40.70751)
0340-23-134440,Restaurant,12/31/2024,THE QUAYS,QUAY STREET BAR CORP,Queens,1,340,2/9/2023,4502 30TH AVE,45-02 30TH AVE,ASTORIA,New York,11103,6/1/2023,6/1/2023,1157364,,POINT (-73.91089 40.76196)
0340-23-327746,Restaurant,12/31/2024,MISTER M'S,JJ2500 INC,Niagara,1,340,6/11/2024,2939 HYDE PARK BLVD,,NIAGARA FALLS,New York,14305,6/11/2024,6/11/2024,3173064,,POINT (-79.03346 43.11569)
0340-22-115529,Restaurant,12/31/2024,TERRA CAFE,VERSUSSB INC,Kings,1,340,10/24/2024,1716 SHEEPHEAD BAY RD,,BROOKLYN,New York,11235,12/23/2022,12/23/2022,1304342,,POINT (-73.95169 40.58565)
0340-22-107363,Restaurant,12/31/2024,THE GRAY MARE,MEATH TRAILS INC,New York,1,340,2/27/2024,61 2ND AVENUE,,NEW YORK,New York,10003,2/27/2024,2/27/2024,1024301,,POINT (-73.98961 40.72595)
0340-23-130645,Restaurant,12/31/2024,CRAB CLUB,CRAB CLUB INC,Queens,1,340,5/8/2023,135-15 37TH AVE,,FLUSHING,New York,11354,5/8/2023,5/8/2023,1330903,,POINT (-73.83247 40.76104)
0340-23-232621,Restaurant,12/31/2024,THE SHAMROCK,BARBARA A FOLEY,Franklin,1,340,5/13/2024,83 COUNTY ROUTE 55,RTE 55 & SPLIT ROCK RD,SARANAC LAKE,New York,12983,5/13/2024,5/13/2024,2134213,,POINT (-74.15562 44.41793)
0340-22-107668,Restaurant,11/30/2024,CROWN ALLEY,CKBA LLC,New York,1,340,11/4/2024,263 W 19TH ST,,NEW YORK,New York,10011,11/4/2024,11/4/2024,1326556,,POINT (-73.9998 40.74264)
0112-23-324129,Summer Restaurant,11/30/2024,,3 CS CATERING LLC,Cattaraugus,1,112,5/2/2024,550 E STATE ST,,OLEAN,New York,14760,5/2/2024,5/2/2024,3169621,,POINT (-78.42101 42.07805)
0240-23-140125,Restaurant,11/30/2024,,TRINI GIRL WEST INDIAN CUISINE INC,Kings,1,240,4/21/2023,628 NOSTRAND AVE,,BROOKLYN,New York,11216,4/21/2023,4/21/2023,1330700,,POINT (-73.94982 40.67707)
0241-23-226383,Summer Restaurant,11/30/2024,PIZZA KING,D JAG CORPORATION,Oneida,1,241,3/20/2024,404 MAIN ST,,SYLVAN BEACH,New York,13157,3/29/2024,3/29/2024,2225235,,POINT (-75.72889 43.1975)
0241-24-207624,Summer Restaurant,11/30/2024,,HAPPY DINSMORE CAFE LLC,Dutchess,1,241,4/1/2024,199 OLD POST RD,,STAATSBURG,New York,12580,3/25/2024,3/25/2024,6015657,,POINT (-73.91597 41.86556)
0240-24-110412,Restaurant,11/30/2024,TOMMY TACOS,TUCA TACOS LLC,Suffolk,1,240,4/18/2024,839 NEW YORK AVE,STORE 8,HUNTINGTON,New York,11743,4/18/2024,4/18/2024,6018531,,POINT (-73.41962 40.85863)
0112-19-308140,Summer Restaurant,11/30/2024,,ARAMARK EDUCATIONAL SERVICES LLC,Cattaraugus,1,112,3/1/2024,3398 NY 417,,ALLEGANY,New York,14706,4/3/2024,4/3/2024,3161626,,
0240-23-141460,Restaurant,11/30/2024,DIG,DIG INN 275 SEVENTH AVENUE LLC,New York,1,240,2/14/2023,275 SEVENTH AVE,,NEW YORK,New York,10011,2/14/2023,2/14/2023,1322311,,POINT (-73.99448 40.74569)
0112-23-126796,Summer Restaurant,11/30/2024,,BEACH FRONT BBQ INC,Westchester,1,112,5/2/2024,50 GLEN ISLAND BLVD,,NEW ROCHELLE,New York,10805,5/2/2024,5/2/2024,1364880,,POINT (-73.78268 40.88815)
0240-23-142533,Restaurant,11/30/2024,FOR ALL THINGS GOOD WILLIAMSBURG,WILLIAMSBURG MOLINO LLC,Kings,1,240,3/7/2023,314 GRAND ST,,BROOKLYN,New York,11211,3/7/2023,3/7/2023,1345481,,POINT (-73.95696 40.7128)
0112-23-226093,Summer Restaurant,11/30/2024,,MECO BALL PARK LLC,Fulton,1,112,5/14/2024,435 W STATE ST EXT,T/O JOHNSTOWN,GLOVERSVILLE,New York,12078,5/14/2024,5/14/2024,2238128,,POINT (-74.38192 43.0632)
0241-24-214462,Summer Restaurant,11/30/2024,THE WIND CHILL FACTORY,WIND CHILL FACTORY LLC,Essex,1,241,5/21/2024,794 STATE RTE 9N,,TICONDEROGA,NY,12883,10/30/2024,10/30/2024,6022722,,POINT (-73.45218 43.84257)
0341-24-107828,Summer Restaurant,11/30/2024,TOP OF THE BAY,BAY BREEZE AT CHERRY GROVE LLC,Suffolk,1,341,4/1/2024,1 DOCK WALK,2ND FLOOR,CHERRY GROVE,New York,11782,4/1/2024,4/1/2024,6015865,,POINT (-73.5224 44.08468)
0341-24-307907,Summer Restaurant,11/30/2024,THE VILLAGE CASINO,PROFESSIONAL HOSPITALITY LLC,Chautauqua,1,341,4/3/2024,1 LAKESIDE DR,,BEMUS POINT,NY,14712,4/3/2024,4/3/2024,6015956,,POINT (-79.39633 42.15784)
0341-24-109318,Summer Restaurant,11/30/2024,CLAUDIO'S CRABBY JERRY'S,PWIB CLAUDIO MANAGEMENT III LLC,Suffolk,1,341,4/8/2024,111 MAIN ST,EAST DOCK (STORE 3),GREENPORT,New York,11944,4/8/2024,4/8/2024,6017388,,POINT (-72.35883 41.10189)
0341-24-112559,Summer Restaurant,11/30/2024,,DOVER SEASIDE CLAM BAR INC,Nassau,1,341,5/9/2024,1500 LIDO BLVD,WEST BUILDING,LIDO BEACH,New York,11561,5/9/2024,5/9/2024,6020772,,POINT (-73.59633 40.58847)
0341-24-207880,Summer Restaurant,11/30/2024,CEDAR RAPIDS BAR AND RESTAURANT,SUN NG TRS CEDAR RAPIDS LLC,Sullivan,1,341,4/3/2024,3799 RTE 97,,BARRYVILLE,New York,12732,4/3/2024,4/3/2024,6015929,,POINT (-74.94807 41.4832)
0341-24-210974,Summer Restaurant,11/30/2024,TAIL O' THE PUP,BLUE LINE BREWERY LLC,Essex,1,341,5/1/2024,1152 ST RTE 86,,RAY BROOK,New York,12977,4/30/2024,4/30/2024,6019127,,POINT (-74.07669 44.29892)
0341-24-108502,Summer Restaurant,11/30/2024,,TRAHANAS LLC,Suffolk,1,341,4/1/2024,600 ROBERT MOSES STATE PKW,FIELD 5,BABYLON,NY,11702,3/30/2024,3/30/2024,6016552,,POINT (-73.27854 40.62356)
0340-22-210413,Restaurant,11/30/2024,,COYOTE'S TAVERN LLC,Orange,1,340,12/12/2024,128 S ROBINSON AVE UNIT 2,,NEWBURGH,New York,12550,12/12/2024,12/12/2024,2225463,,POINT (-74.02278 41.49501)
0340-24-309112,Restaurant,11/30/2024,,ITHACA YACHT CLUB INC,Tompkins,1,340,4/4/2024,1090 GLENWOOD RD,NOT-FOR-PROFIT,ULYSSES,New York,14850,4/4/2024,4/4/2024,6017180,,POINT (-76.53936 42.49569)
0341-24-07887,Summer Restaurant,11/30/2024,,FOSTER'S HARBOR INN LLC,St Lawrence,1,341,4/4/2024,71 SCHERMERHORN LANDING RD,BLDG B,HAMMOND,NY,13646,4/4/2024,4/4/2024,6015936,,POINT (-75.78983 44.41298)
0341-24-108444,Summer Restaurant,11/30/2024,RIIS BEACH COOPERATIVE,RILS BEACH 149 LLC,Queens,1,341,4/1/2024,16702 ROCKAWAY BEACH BLVD,,ROCKAWAY PARK,New York,11694,4/18/2024,4/18/2024,6016494,,POINT (-73.87692 40.56531)
0341-24-108503,Summer Restaurant,11/30/2024,,TRAHANAS LLC,Suffolk,1,341,4/1/2024,600 ROBERT MOSES STATE PKW,FIELD 4,BABYLON,NY,11702,3/30/2024,3/30/2024,6016553,,POINT (-73.27854 40.62356)
0341-24-206927,Summer Restaurant,11/30/2024,BARTON ORCHARDS,BARTON ENTERTAINMENT CO LLC,Dutchess,1,341,4/1/2024,63 APPLE TREE LN,,POUGHQUAG,New York,12570,3/27/2024,3/27/2024,6014956,,POINT (-73.70552 41.60737)
0340-22-313799,Restaurant,11/30/2024,,ROAD LESS TRAVELED PRODUCTIONS LTD,Erie,1,340,11/21/2024,456 MAIN ST,SUITE 100,BUFFALO,New York,14202,11/21/2024,11/21/2024,3161502,,POINT (-78.87409 42.88657)
0340-22-315037,Restaurant,11/30/2024,THE WATERSHED,GDAM INDUSTRIES INC,Tompkins,1,340,9/18/2024,121 W STATE ST,,ITHACA,New York,14850,9/18/2024,9/18/2024,3158064,,POINT (-76.49978 42.43953)
0340-23-333529,Restaurant,11/30/2024,ONEILLS STADIUM INN (MAIN BAR),ONEILLS STADIUM INN LLC,Erie,1,340,4/6/2023,3864 ABBOTT RD,,ORCHARD PARK,New York,14127,4/6/2023,4/6/2023,3149274,,POINT (-78.7897 42.77734)
0341-24-210972,Summer Restaurant,11/30/2024,,MAIN STREET OUTDOOR DINING LLC,Otsego,1,341,5/18/2024,99 MAIN ST,,COOPERSTOWN,New York,13326,5/18/2024,5/18/2024,6019125,,POINT (-74.925 42.70065)
0340-22-107159,Restaurant,11/30/2024,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,TRIANGLE APPLE LLC,Kings,1,340,9/11/2024,2201 NOSTRAND AVENUE,,BROOKLYN,New York,11210,10/28/2022,10/28/2022,1215806,,POINT (-73.94751 40.63125)
0341-24-109229,Summer Restaurant,11/30/2024,DRIFT IN,PIER 45 LLC,New York,1,341,4/4/2024,389 WEST ST,PIER 45 HUDSON RIVER PARK,NEW YORK,NY,10014,4/4/2024,4/4/2024,6017298,,POINT (-74.0104 40.7329)
0340-23-138112,Restaurant,11/30/2024,FIVE OCEAN BAR AND GRILL,ATLANTIS LBNY LLC,Nassau,1,340,3/1/2023,5 NEW YORK AVE,,LONG BEACH,New York,11561,3/1/2023,3/1/2023,1328157,,POINT (-73.68688 40.58424)
0340-23-236811,Restaurant,11/30/2024,THE END ZONE,DETROIT BOWLING COMPANY LLC,Orange,1,340,7/21/2023,14 COTTAGE ST,UNIT 4,MIDDLETOWN,New York,10940,7/21/2023,7/21/2023,2212105,,POINT (-74.41595 41.44733)
0341-23-131981,Summer Restaurant,11/30/2024,KINGSTONS CLAM BAR,WEST SAYVILLE TRADING CO INC,Suffolk,1,341,3/1/2024,130 ATLANTIC AVE,,WEST SAYVILLE,New York,11796,4/2/2024,4/2/2024,1048900,,POINT (-73.09225 40.72213)
0340-23-133796,Restaurant,11/30/2024,QUENCH 52,MYNAH LLC,New York,1,340,7/20/2023,250 E 52ND ST,2ND AND 3RD FLOORS,NEW YORK,New York,10022,7/20/2023,7/20/2023,1289982,,POINT (-73.968 40.7563)
0340-23-238148,Restaurant,11/30/2024,CIDER BROS ROADHOUSE,CIDER BROS INC,Dutchess,1,340,5/8/2023,1215 RTE 199,,MILAN,New York,12571,5/8/2023,5/8/2023,2222605,,POINT (-73.78185 41.95713)
0341-24-117569,Summer Restaurant,11/30/2024,Duke's,K and A Hospitality LLC,Suffolk,1,341,4/1/2024,440 W Lake Dr,,Montauk,NY,11954,6/12/2024,6/12/2024,6025898,,POINT (-71.94123 41.07253)
0341-23-135992,Summer Restaurant,11/30/2024,WEST BATHHOUSE,TRAHANAS LLC,Nassau,1,341,5/1/2024,JONES BEACH STATE PARK,,WANTAGH,New York,11793,4/18/2024,4/18/2024,1345912,,
0340-23-133087,Restaurant,11/30/2024,,CHRIS & CLAIRE LLC,Kings,1,340,12/15/2023,4 IRVING AVE,,BROOKLYN,New York,11237,12/15/2023,12/15/2023,1313001,,POINT (-73.92594 40.70556)
0340-22-212254,Restaurant,11/30/2024,RESORTS WORLD HUDSON VALLEY,MONTICELLO RACEWAY MANAGEMENT INC,Orange,1,340,3/8/2024,"1401 ROUTE 300, A120",,NEWBURGH,New York,12550,3/8/2024,3/8/2024,2226407,,POINT (-74.07073 41.51816)
0341-24-107829,Summer Restaurant,11/30/2024,CHEZ MARIE,4 NORTH FERRY LLC,Suffolk,1,341,4/1/2024,11 STEARNS POINT RD,,SHELTER ISLAND,New York,11965,4/1/2024,4/1/2024,6015866,,POINT (-72.36075 41.07297)
0341-23-330633,Summer Restaurant,11/30/2024,CATATONK GOLF CLUB,CATATONK GOLF CLUB INC,Tioga,1,341,3/1/2024,71 GOLF CLUB ROAD,,CANDOR,New York,13743,4/3/2024,4/3/2024,3013380,,POINT (-76.31258 42.18465)
